height,weight,chest_size,waist_size,size
159.05,51.2,S,M,S
181.14,71.3,M,L,L
179.92,101.4,,L,XXL
182.89,80.4,,L,XL
174.9,81.0,L,L,XL
172.77,70.8,L,L,L
168.28,61.2,M,S,M
179.86,85.0,,L,XL
180.71,101.1,L,L,XXL
172.34,71.7,L,L,L
164.4,65.6,M,S,M
177.23,73.9,L,L,L
179.66,85.4,L,L,XL
158.67,53.1,,M,S
182.71,88.3,L,L,XL
179.18,86.1,,L,XL
179.6,78.7,L,L,XL
160.52,53.3,S,S,S
176.27,79.4,L,L,XL
167.45,66.0,L,L,M
158.44,52.7,S,S,S
153.82,47.7,S,S,S
175.08,74.3,L,M,L
180.2,84.0,,,XL
166.22,61.3,M,,M
166.9,66.2,,M,M
171.4,63.4,L,S,M
160.67,61.8,M,M,M
173.83,74.9,M,L,L
166.32,60.6,M,M,M
155.92,50.9,,S,S
182.74,86.5,L,L,XL
168.07,64.6,M,L,M
166.66,64.3,M,S,M
163.65,60.1,,S,M
159.66,57.3,S,S,S
174.36,73.0,L,L,L
174.14,74.1,,L,L
182.21,89.8,L,,XL
175.69,73.4,M,,L
179.0,72.6,M,,L
178.92,72.2,M,L,L
178.37,80.0,L,L,XL
174.86,72.6,L,L,L
183.28,82.8,L,L,XL
156.66,54.1,S,M,S
175.36,74.9,,L,L
166.4,59.8,S,M,M
184.65,86.7,L,L,XL
179.35,104.8,L,,XXL
182.0,100.0,L,L,XXL
154.2,54.0,M,S,S
167.28,64.2,,L,M
177.16,78.6,L,L,XL
169.11,60.6,M,M,M
182.79,109.1,L,,XXL
167.45,64.9,M,M,M
189.45,101.9,,L,XXL
168.96,73.5,L,,L
165.98,62.8,,L,M
157.19,51.5,,S,S
187.28,101.3,L,,XXL
173.43,73.4,L,,L
184.45,90.6,L,L,XL
174.37,72.1,M,L,L
157.64,55.7,S,,S
156.48,47.0,S,,S
155.41,53.8,,S,S
168.19,60.1,M,M,M
182.07,85.2,L,L,XL
157.15,53.7,S,M,S
176.61,74.0,M,L,L
179.19,87.2,L,,XL
181.37,107.5,L,L,XXL
180.07,79.8,L,L,XL
176.29,66.1,L,,L
176.86,82.6,L,L,XL
168.9,65.1,M,L,M
168.84,64.6,M,M,M
155.53,49.8,S,S,S
170.7,71.3,L,M,L
168.66,64.9,S,M,M
177.84,74.5,L,M,L
178.51,73.5,L,L,L
181.46,83.9,L,L,XL
172.82,79.8,,L,L
157.56,55.6,S,S,S
160.3,50.4,S,S,S
176.91,79.1,L,L,XL
159.62,52.2,,M,S
175.87,115.2,L,L,XXL
171.71,64.4,L,,M
166.56,61.5,L,L,M
166.29,57.4,M,L,M
167.37,59.1,S,,M
164.95,63.3,S,S,M
181.33,87.7,L,,XL
158.03,49.3,S,S,S
182.05,83.5,L,,XL
167.25,63.0,,M,M
169.62,56.8,S,,M
172.37,61.6,M,M,M
166.8,63.9,L,M,M
185.56,86.4,L,,XL
184.88,83.1,,L,XL
181.33,103.8,L,L,XXL
174.2,76.6,L,M,L
187.69,87.9,L,L,XL
166.99,65.8,L,,M
178.85,78.6,L,L,XL
171.41,76.1,,,L
179.13,81.3,L,L,XL
167.18,62.7,M,M,M
179.5,90.7,L,L,XL
167.96,61.1,M,L,M
172.9,73.3,M,,L
169.9,63.4,S,,M
177.72,80.6,L,,XL
181.17,105.2,,L,XXL
168.45,62.6,M,S,M
166.92,59.6,M,S,M
183.03,107.0,L,L,XXL
168.39,64.1,M,L,M
177.06,72.7,M,L,L
190.62,120.7,,L,XXL
167.18,60.4,M,M,M
175.79,71.7,L,M,L
159.91,53.9,S,S,S
168.76,60.5,,M,M
181.86,92.3,,,XL
182.82,81.9,L,L,XL
165.6,67.0,M,,M
188.67,110.1,,L,XXL
174.71,71.0,M,L,L
180.08,87.2,,L,XL
178.15,74.6,L,L,L
168.04,66.7,M,M,M
178.42,90.0,L,L,XL
160.46,51.1,M,S,S
177.85,84.2,,,XL
161.5,51.9,S,,S
182.58,85.1,L,,XL
162.48,51.1,S,S,S
181.23,101.7,L,,XXL
181.14,110.2,L,L,XXL
188.08,101.9,L,L,XXL
168.64,62.4,M,,M
180.79,87.7,L,L,XL
159.84,46.1,,M,S
177.37,69.3,M,L,L
181.22,101.2,L,L,XXL
165.25,66.9,M,M,M
192.35,88.1,L,L,XXL
160.78,52.5,S,S,S
158.57,53.1,M,S,S
150.71,50.1,M,S,S
183.74,112.4,,L,XXL
167.38,65.8,,L,M
157.97,54.4,M,,S
185.72,82.5,L,L,XL
152.33,52.8,S,M,S
178.51,74.9,M,M,L
160.49,53.8,S,S,S
174.57,68.5,,M,L
179.07,81.3,L,,XL
179.3,85.9,L,L,XL
187.99,102.6,L,,XXL
166.67,65.3,M,M,M
182.16,105.2,L,L,XXL
181.8,88.3,L,L,XL
181.82,100.3,L,L,XXL
180.09,72.3,M,L,L
173.3,73.8,M,M,L
177.97,83.4,L,L,XL
157.7,54.1,S,S,S
189.54,101.1,L,L,XXL
161.77,50.7,S,M,S
166.91,63.8,S,M,M
182.12,84.7,L,,XL
171.86,59.6,M,L,M
157.81,54.1,,S,S
156.83,47.6,,S,S
168.5,60.8,S,M,M
171.35,61.9,M,M,M
179.18,84.0,L,L,XL
176.6,83.9,L,L,XL
165.96,61.3,L,,M
169.46,58.1,L,L,M
154.86,56.5,S,S,S
179.96,80.5,L,L,XL
154.63,54.4,M,S,S
166.57,60.2,,,M
158.98,49.9,S,M,S
162.54,62.6,,L,M
170.27,64.4,M,L,M
175.06,69.4,,,L
160.5,49.2,S,S,S
151.98,54.9,S,S,S
168.12,61.1,S,,M
181.35,81.3,L,,XL
177.35,72.2,M,M,L
168.15,61.2,M,S,M
167.02,65.3,L,L,M
186.72,105.7,,L,XXL
153.05,52.6,S,M,S
167.13,62.7,M,M,M
176.59,70.0,,L,L
182.64,87.3,L,,XL
181.14,98.9,,L,XXL
173.8,62.0,L,M,M
156.49,53.9,M,M,S
176.79,86.6,L,L,XL
170.88,63.6,M,L,M
172.34,82.9,L,L,XL
165.02,63.7,M,M,M
167.26,62.1,M,,M
173.51,71.8,M,M,L
173.03,60.5,S,S,M
177.37,73.4,M,L,L
170.96,72.0,,L,L
167.07,62.8,M,S,M
167.09,66.5,S,M,M
172.89,72.8,L,M,L
179.82,84.5,L,L,XL
163.94,62.6,L,M,M
156.73,50.7,S,,S
184.03,101.9,,L,XXL
173.99,73.8,,L,L
156.87,49.6,S,S,S
176.93,68.9,,L,L
182.18,80.4,L,L,XL
155.84,49.7,S,,S
169.47,81.8,L,,XL
176.59,110.7,,L,XXL
180.46,86.3,L,,XL
168.43,58.5,S,,M
175.39,69.8,L,L,L
167.35,59.0,M,M,M
183.07,109.4,L,,XXL
168.21,61.8,M,L,M
168.59,66.9,M,,M
166.13,66.0,S,M,M
182.31,85.1,L,L,XL
164.56,59.2,,M,M
160.68,53.1,,S,S
178.16,81.2,,L,XL
157.99,53.5,M,S,S
178.34,70.4,M,,L
181.66,86.9,L,L,XL
171.31,75.7,L,,L
178.7,83.1,L,L,XL
158.12,51.3,S,S,S
176.87,85.3,,,XL
158.05,52.2,S,S,S
152.58,54.9,S,S,S
164.59,67.0,,M,M
187.38,114.5,L,L,XXL
172.12,74.0,L,M,L
185.18,84.0,L,L,XL
166.25,61.8,M,M,M
153.91,51.9,S,S,S
172.81,69.3,L,,L
183.42,82.9,L,L,XL
157.12,53.5,S,S,S
179.9,88.2,L,L,XL
167.29,66.9,M,,M
189.8,96.8,L,L,XXL
179.08,82.3,,L,XL
166.96,58.8,L,M,M
167.82,64.0,L,M,M
177.77,84.7,L,L,XL
168.18,60.3,L,S,M
165.33,62.1,L,M,M
175.24,90.2,L,,XL
168.39,60.0,M,L,M
182.14,103.3,,L,XXL
160.41,56.8,S,,S
178.02,74.1,,,L
179.77,73.1,L,L,L
171.01,63.8,L,L,M
155.78,58.0,S,,S
159.8,55.3,S,S,S
157.2,53.3,S,M,S
181.49,87.8,L,L,XL
158.66,54.8,M,S,S
165.24,62.7,M,,M
154.04,57.4,S,S,S
174.06,74.8,L,M,L
178.22,74.1,M,L,L
164.93,66.4,M,M,M
169.99,64.3,S,M,M
188.29,110.8,L,L,XXL
180.23,86.0,L,L,XL
165.4,59.6,M,M,M
175.62,83.0,L,L,XL
150.14,54.5,S,S,S
154.45,48.0,,M,S
163.33,66.4,M,M,M
155.51,51.0,M,,S
154.26,54.9,S,S,S
158.2,48.1,S,M,S
158.89,51.8,S,,S
163.73,61.9,M,,M
155.63,54.6,S,S,S
168.38,57.0,M,M,M
167.58,60.8,,M,M
172.97,71.8,L,M,L
167.44,61.5,M,S,M
169.71,60.7,S,M,M
160.96,53.1,M,S,S
155.41,51.1,S,S,S
167.82,65.4,M,L,M
174.91,69.4,M,,L
157.65,54.3,S,S,S
155.44,56.1,S,S,S
168.57,63.6,M,L,M
191.46,112.3,,,XXL
177.85,89.9,L,L,XL
169.8,62.7,M,,M
176.57,71.3,L,M,L
182.44,105.2,L,,XXL
169.94,63.5,M,L,M
169.33,63.3,S,L,M
188.06,86.0,L,L,XL
169.72,65.1,M,,M
176.2,104.2,L,L,XXL
152.77,52.7,M,S,S
156.19,51.0,,S,S
165.23,65.5,L,M,M
156.09,46.5,S,S,S
164.77,62.5,M,M,M
175.55,91.6,,L,XL
173.56,60.0,M,M,M
184.98,105.9,L,L,XXL
177.22,74.9,M,L,L
166.95,63.0,M,M,M
182.71,103.7,L,L,XXL
174.0,84.3,,L,XL
155.4,51.6,S,S,S
181.26,83.2,L,L,XL
185.39,92.1,,,XL
175.97,90.7,L,,XL
165.67,63.8,S,M,M
188.02,102.5,L,,XXL
184.17,85.2,L,L,XL
167.28,61.5,,M,M
180.04,87.9,,,XL
180.44,106.8,L,L,XXL
152.62,57.8,,M,S
194.32,98.1,,L,XXL
157.92,54.8,S,S,S
166.84,61.7,S,M,M
176.73,70.1,M,M,L
189.57,114.7,L,L,XXL
167.21,64.7,,,M
177.28,83.1,L,L,XL
160.08,52.6,S,S,S
157.17,54.2,S,S,S
163.41,65.1,M,M,M
174.43,80.4,,,XL
186.66,96.3,L,L,XXL
164.96,61.5,M,L,M
174.07,80.6,,,XL
171.19,63.5,,M,M
169.4,65.9,M,L,M
180.86,98.3,L,,XXL
165.4,60.5,L,M,M
186.0,85.2,L,L,XL
176.3,70.7,L,,L
170.3,65.5,M,,M
187.3,101.3,L,L,XXL
154.85,56.8,S,S,S
165.45,64.8,M,,M
154.28,50.4,S,S,S
180.74,83.4,L,L,XL
174.69,70.9,L,M,L
181.34,86.2,L,L,XL
185.26,82.0,L,L,XL
176.56,83.6,L,L,XL
157.32,51.8,M,S,S
175.35,66.3,S,L,M
181.28,82.5,L,L,XL
156.35,54.3,,S,S
169.98,64.7,M,M,M
182.81,98.1,,L,XXL
178.24,90.8,L,,XL
164.23,60.4,,M,M
168.63,60.6,M,M,M
159.08,48.5,,S,S
180.67,104.3,L,L,XXL
171.16,62.9,L,M,M
187.92,85.0,,,XL
175.79,75.2,,L,L
183.62,86.5,L,L,XL
173.52,75.4,L,M,L
179.43,108.7,,L,XXL
166.77,63.4,,M,M
171.93,74.0,,L,L
173.94,71.9,L,L,L
172.89,73.0,L,M,L
172.61,73.4,L,M,L
156.97,50.9,S,S,S
174.47,73.3,M,M,L
182.97,105.3,L,L,XXL
170.65,62.0,L,M,M
157.12,51.5,S,S,S
178.97,84.6,L,L,XL
156.65,52.7,,S,S
178.93,84.1,L,L,XL
180.22,102.1,L,L,XXL
192.76,106.2,L,,XXL
186.19,80.9,,L,XL
171.93,79.6,L,,XL
173.88,91.2,L,L,XL
175.0,84.9,L,L,XL
172.46,73.3,L,L,L
152.35,51.2,S,M,S
179.99,106.3,L,L,XXL
180.12,111.1,L,L,XXL
178.1,84.2,L,L,XL
170.11,63.1,M,M,M
156.79,53.0,M,,S
169.17,61.6,M,,M
174.04,72.6,L,M,L
155.28,53.8,M,,S
167.93,61.4,M,,M
166.62,64.6,M,,M
179.94,83.7,L,L,XL
155.82,50.3,S,S,S
161.97,52.6,S,S,S
168.97,64.7,L,S,M
165.75,61.9,M,S,M
177.96,84.3,L,L,XL
175.99,76.3,L,M,L
182.01,103.0,L,,XXL
153.04,50.0,S,S,S
178.25,83.9,L,L,XL
184.45,84.6,L,L,XL
156.1,48.2,S,,S
156.24,50.5,S,,S
180.53,99.4,L,,XXL
167.0,63.7,L,M,M
159.37,56.4,S,S,S
158.94,53.0,S,M,S
168.2,65.4,L,,M
171.75,66.8,L,L,L
168.63,65.0,S,M,M
162.43,63.6,S,M,M
177.26,89.2,L,L,XL
190.41,106.3,L,,XXL
182.61,82.8,L,L,XL
186.97,106.4,L,L,XXL
167.04,62.6,S,L,M
167.88,59.3,M,M,M
177.06,82.3,L,,XL
178.19,67.7,M,L,L
161.74,56.3,,S,S
188.61,110.2,,L,XXL
179.74,79.1,L,L,XL
182.47,106.8,L,L,XXL
155.89,48.3,S,,S
158.9,51.2,S,S,S
174.69,71.0,M,M,L
171.29,69.9,L,L,L
174.84,101.0,L,L,XXL
157.54,53.5,S,S,S
162.1,65.2,,S,M
174.02,73.4,L,L,L
169.68,56.3,M,M,M
157.22,49.0,M,S,S
168.31,63.1,S,,M
192.41,105.6,L,L,XXL
169.31,64.2,M,M,M
178.05,73.1,L,M,L
163.77,64.2,L,S,M
162.11,49.2,M,S,S
161.11,54.3,M,S,S
186.9,104.1,L,L,XXL
162.21,54.1,S,S,S
179.81,109.3,,,XXL
182.64,91.5,L,L,XL
165.27,57.4,M,M,M
178.06,81.8,L,L,XL
167.98,62.5,M,M,M
182.15,97.1,L,L,XXL
175.96,75.0,M,,L
182.72,111.9,L,L,XXL
163.36,58.8,S,L,M
170.5,65.2,M,S,M
173.57,75.0,L,M,L
156.98,53.6,S,M,S
164.48,63.2,M,M,M
172.49,71.9,M,M,L
155.22,52.6,S,,S
174.93,75.7,,,L
156.53,51.0,M,,S
168.25,59.9,,L,M
171.07,61.2,M,M,M
167.93,61.0,L,,M
169.38,61.3,M,,M
167.52,61.0,,M,M
157.76,50.5,S,,S
161.25,53.4,S,S,S
165.04,58.4,M,M,M
156.37,55.1,,,S
163.02,54.2,S,S,S
168.35,64.2,L,L,M
174.61,84.8,,L,XL
172.92,72.0,M,M,L
173.21,68.5,L,L,L
173.19,70.9,M,L,L
153.21,53.1,S,S,S
179.67,86.4,L,,XL
182.75,109.4,L,L,XXL
166.98,61.6,L,L,M
176.24,68.6,M,,L
178.4,79.5,L,L,L
186.65,103.9,,L,XXL
177.51,86.3,L,L,XL
175.99,85.2,,L,XL
178.07,70.0,L,L,L
176.44,72.2,M,M,L
161.25,54.6,,S,S
156.89,50.7,S,S,S
165.99,62.7,M,L,M
172.47,69.9,L,,L
157.04,52.0,S,,S
175.74,74.9,M,M,L
165.12,59.2,,L,M
158.81,50.3,M,S,S
159.96,50.1,,,S
159.33,49.8,S,S,S
175.97,76.6,,L,L
159.5,47.4,S,S,S
183.47,83.9,L,L,XL
155.05,51.8,,,S
159.48,49.0,S,,S
163.79,62.0,M,L,M
171.5,75.9,M,L,L
183.43,84.7,L,L,XL
181.55,86.7,L,L,XL
181.51,82.2,,L,XL
180.69,108.2,L,L,XXL
180.76,83.3,L,L,XL
159.11,50.4,,S,S
174.7,73.0,L,,L
178.4,69.7,M,M,L
156.99,50.5,,S,S
174.41,75.1,,M,L
187.01,102.1,,L,XXL
182.64,86.2,L,L,XL
163.17,64.3,M,L,M
161.79,52.1,S,M,S
177.39,76.8,L,L,L
156.72,51.5,S,S,S
165.82,63.9,S,S,M
185.16,106.4,L,,XXL
179.15,82.4,L,L,XL
153.74,59.1,S,S,S
165.81,61.3,L,,M
179.4,74.7,M,L,L
167.77,56.6,M,L,M
165.02,59.5,M,S,M
157.29,55.2,S,S,S
167.78,62.1,M,S,M
180.34,91.3,,L,XL
164.56,65.2,L,M,M
174.29,96.8,L,,XXL
172.03,59.2,,M,M
171.13,71.7,L,M,L
156.09,49.1,M,S,S
164.96,63.8,S,M,M
157.51,53.8,M,S,S
168.77,64.3,M,L,M
182.18,82.7,L,L,XL
159.28,46.6,S,M,S
179.72,81.4,L,L,XL
178.86,74.1,L,L,L
178.81,81.3,L,L,XL
173.44,85.1,L,,XL
152.38,48.8,S,S,S
181.39,88.6,L,,XL
175.25,83.5,,L,XL
176.3,71.1,M,L,L
182.47,86.7,L,L,XL
158.35,52.1,S,S,S
156.5,51.9,S,S,S
155.33,54.2,S,S,S
186.04,109.2,L,L,XXL
169.39,65.1,,M,M
185.96,83.0,L,,XL
167.32,61.1,M,S,M
176.71,71.7,L,M,L
175.86,73.6,,M,L
162.85,64.2,,M,M
185.53,107.8,,L,XXL
178.12,82.2,,L,XL
177.85,69.3,L,,L
156.68,48.1,S,M,S
187.25,103.4,L,L,XXL
160.72,54.6,M,,S
170.69,64.4,L,M,M
157.37,52.6,S,,S
185.77,105.9,L,L,XXL
172.72,81.4,L,,XL
167.6,61.2,,M,M
157.13,50.5,M,M,S
158.92,55.1,S,,S
178.97,71.5,L,M,L
166.05,65.9,M,L,M
168.27,62.8,L,L,M
182.28,82.6,L,,XL
183.22,86.1,L,L,XL
158.79,51.7,,S,S
155.35,53.9,M,S,S
166.3,61.6,L,,M
157.8,48.2,S,M,S
177.9,102.8,,L,XXL
159.79,52.5,S,S,S
171.55,63.9,,M,M
160.51,52.3,,S,S
181.53,100.9,L,L,XXL
183.75,78.4,L,L,XL
152.54,57.2,S,,S
171.67,71.0,M,M,L
186.75,107.2,,,XXL
176.44,76.0,,L,L
180.81,102.9,L,,XXL
156.84,52.7,M,M,S
161.41,62.7,L,S,M
180.91,84.6,L,,XL
177.61,100.6,,,XXL
168.8,63.4,M,M,M
175.23,72.1,L,M,L
157.78,50.2,S,S,S
176.4,72.2,M,L,L
188.07,102.1,L,L,XXL
159.91,54.9,S,S,S
174.43,73.7,M,L,L
166.56,65.8,L,S,M
179.43,87.8,L,L,XL
177.25,85.0,L,L,XL
173.66,70.4,L,M,L
178.35,70.4,M,,L
158.1,54.6,S,M,S
172.3,70.7,L,M,L
182.65,106.8,L,,XXL
167.79,63.5,M,,M
166.06,63.4,,,M
175.97,76.5,L,L,L
177.95,72.4,L,M,L
182.23,105.5,L,L,XXL
156.78,49.4,M,S,S
187.74,104.1,L,,XXL
174.54,66.8,L,L,L
179.99,80.8,,L,XL
166.26,63.9,L,L,M
166.73,63.6,L,L,M
166.45,62.6,,M,M
162.7,53.6,M,S,S
180.02,75.4,,L,L
179.97,107.7,,,XXL
181.87,83.0,,L,XL
184.81,82.0,L,L,XL
170.86,61.2,,S,M
180.98,109.8,,L,XXL
172.81,74.3,M,L,L
166.96,68.2,S,M,M
156.12,52.9,S,M,S
158.78,54.4,S,S,S
158.79,55.0,,M,S
166.82,62.1,S,M,M
178.71,83.2,L,L,XL
168.79,70.9,L,M,M
170.86,58.3,M,S,M
183.12,88.6,L,,XL
168.7,58.6,S,M,M
162.11,60.2,L,M,M
170.36,62.2,M,M,M
161.52,54.4,S,S,S
174.69,88.5,L,L,XL
179.67,86.7,L,,XL
159.73,49.2,S,S,S
155.73,55.7,S,,S
181.63,82.8,L,L,XL
188.07,104.8,L,L,XXL
166.21,63.7,M,,M
159.93,54.3,M,M,S
167.21,62.3,,,M
173.33,73.3,M,L,L
166.58,65.0,M,L,M
180.92,80.8,L,L,XL
187.49,97.7,L,,XXL
157.81,54.8,,S,S
183.38,83.7,L,L,XL
185.16,99.9,L,,XXL
167.32,53.8,M,S,S
164.25,60.5,S,M,M
179.63,86.8,L,,XL
162.86,58.0,L,L,M
157.5,53.5,S,S,S
158.5,50.9,,S,S
165.24,64.4,L,L,M
179.42,81.8,L,L,XL
178.61,86.7,L,L,XL
176.8,72.5,L,L,L
177.8,111.2,L,L,XXL
157.52,50.4,,S,S
153.26,54.7,S,,S
165.24,60.7,M,S,M
158.84,54.1,S,S,S
188.35,78.4,L,L,XL
171.75,59.7,L,M,M
155.36,53.8,,S,S
171.74,72.3,M,M,L
181.13,105.0,,L,XXL
178.53,85.9,L,,XL
183.4,82.4,L,,XL
179.52,87.4,L,L,XL
168.16,67.1,,M,M
174.17,69.7,M,,L
174.03,72.4,,L,L
175.15,74.1,L,L,L
160.84,59.7,M,M,M
176.75,83.9,L,L,XL
155.27,47.9,M,S,S
175.86,73.8,L,M,L
179.09,101.5,L,L,XXL
159.37,53.3,S,M,S
189.0,105.4,L,,XXL
173.55,84.3,,L,XL
164.97,61.2,S,M,M
178.23,81.7,L,L,XL
158.38,54.3,S,M,S
167.16,64.3,M,L,M
176.58,69.6,M,M,L
170.23,63.8,M,M,M
175.72,68.8,M,L,L
174.71,74.3,M,M,L
173.72,75.3,L,L,L
171.71,68.8,L,,L
187.16,105.8,,L,XXL
177.03,73.2,M,L,L
185.59,90.3,L,L,XL
181.05,105.2,L,L,XXL
172.96,72.5,L,M,L
177.61,74.5,L,M,L
176.46,84.0,L,,XL
170.01,63.6,M,M,M
160.61,64.2,L,,M
166.24,63.2,,S,M
175.96,70.3,L,M,L
182.26,107.1,L,L,XXL
179.35,74.1,L,L,L
183.04,87.6,L,L,XL
179.19,101.6,L,L,XXL
168.23,64.1,L,M,M
164.86,61.3,S,M,M
175.23,68.9,L,M,L
157.73,54.0,S,S,S
181.48,85.8,L,,XL
156.71,55.5,,,S
177.64,72.8,L,L,L
156.74,52.3,S,M,S
154.42,54.5,S,S,S
180.82,110.9,L,,XXL
178.14,106.9,L,L,XXL
156.82,51.2,S,,S
176.28,84.3,L,L,XL
179.26,84.3,L,,XL
183.72,85.7,L,L,XL
152.31,53.2,M,S,S
176.82,86.8,L,,XL
183.77,90.3,L,L,XL
153.69,47.8,,S,S
172.12,74.7,M,L,L
175.05,64.8,M,M,L
152.61,55.1,S,S,S
178.64,78.9,L,,XL
168.75,61.2,M,L,M
182.13,87.8,L,L,XL
179.29,83.7,L,,XL
167.04,62.2,L,M,M
180.7,85.8,L,L,XL
160.53,56.3,S,S,S
167.01,63.2,M,M,M
174.94,80.8,L,L,XL
184.13,98.0,L,L,XXL
156.18,49.9,,S,S
182.35,100.6,L,L,XXL
169.37,59.7,M,M,M
177.09,80.9,L,L,XL
183.55,103.9,L,,XXL
174.89,76.2,,L,XL
184.22,87.2,L,L,XL
181.4,77.9,,L,XL
154.55,50.0,S,S,S
165.49,62.8,M,M,M
158.03,55.2,,S,S
181.74,110.4,,L,XXL
177.83,82.7,L,,XL
175.16,80.0,L,L,XL
172.74,72.8,L,M,L
155.84,51.3,S,S,S
169.45,69.8,M,M,L
176.34,68.0,L,,L
173.66,69.7,,M,L
176.53,74.1,,L,L
185.11,86.3,L,,XL
157.04,49.9,S,S,S
175.05,67.5,L,M,L
154.18,51.1,S,M,S
163.94,58.4,M,M,M
169.02,62.3,S,,M
183.48,104.9,,,XXL
158.43,54.5,,S,S
178.29,80.6,L,L,XL
169.58,56.9,L,M,M
166.51,59.4,S,M,M
171.57,61.8,S,M,M
158.2,49.2,S,S,S
176.29,83.1,L,L,XL
159.38,55.4,S,S,S
168.59,61.4,M,M,M
160.69,49.4,S,S,S
158.55,52.6,,M,S
166.38,60.8,S,,M
170.1,61.4,S,M,M
172.13,70.0,M,L,L
158.33,50.4,,S,S
174.34,73.9,L,M,L
174.63,74.5,M,L,L
160.87,46.7,,S,S
185.59,103.5,L,L,XXL
180.54,81.8,L,L,XL
176.37,67.7,L,L,L
154.57,50.4,S,S,S
169.17,62.0,M,M,M
153.68,50.8,M,S,S
178.39,93.0,,L,XL
168.62,59.0,M,S,M
176.68,71.3,L,M,L
157.78,53.6,S,M,S
183.64,98.3,L,L,XXL
180.5,87.7,L,L,XL
176.76,71.9,,L,L
157.72,52.8,S,M,S
162.78,50.9,S,S,S
158.3,55.4,S,S,S
177.47,75.9,L,M,L
181.39,84.1,L,,XL
178.11,78.4,L,L,XL
168.65,64.2,S,,M
183.67,79.4,L,L,XL
175.96,84.6,L,L,XL
161.52,55.6,S,M,S
187.68,104.7,,L,XXL
184.52,114.1,L,L,XXL
179.27,100.9,,L,XXL
181.47,94.3,L,L,XXL
177.09,72.6,L,L,L
182.33,116.0,L,,XXL
174.68,70.4,M,L,L
172.72,74.3,L,L,L
154.18,49.3,S,S,S
153.88,52.3,S,M,S
183.61,84.0,L,L,XL
179.34,104.9,L,L,XXL
183.2,85.4,L,L,XL
191.3,95.0,L,,XXL
159.89,54.0,S,S,S
182.2,89.9,L,L,XL
159.46,54.5,S,M,S
158.96,53.8,S,,S
180.86,84.7,L,L,XL
154.76,51.1,S,S,S
182.6,104.4,L,L,XXL
168.18,62.7,L,L,M
182.75,99.0,L,,XXL
181.95,84.0,L,L,XL
157.16,53.5,M,S,S
177.55,75.2,M,M,L
156.97,52.3,S,M,S
167.46,60.3,M,,M
163.09,61.0,,M,M
182.79,82.6,L,L,XL
170.84,59.7,S,M,M
159.04,49.7,S,S,S
172.15,69.7,L,L,L
158.28,51.5,S,M,S
175.26,70.3,M,,L
170.61,72.5,L,,L
175.15,71.9,L,L,L
168.95,62.8,M,,M
183.64,85.2,L,L,XL
176.69,74.0,L,M,L
180.6,104.4,,L,XXL
168.37,62.3,S,S,M
158.95,54.4,,S,S
175.32,84.7,,L,XL
186.72,100.0,L,,XXL
183.3,99.4,L,L,XXL
174.69,68.3,,M,L
179.47,108.2,,L,XXL
171.94,71.9,L,M,L
153.32,53.8,M,S,S
181.92,85.3,,L,XL
172.65,76.2,L,M,L
187.7,97.6,,L,XXL
179.5,84.3,L,L,XL
154.65,53.4,S,,S
180.89,82.1,L,L,XL
163.74,62.6,L,,M
176.79,76.1,,,L
170.51,73.8,,L,L
159.12,52.2,,S,S
174.65,89.5,L,L,XL
179.48,98.4,L,L,XXL
156.2,52.0,S,S,S
177.71,86.0,L,L,XL
179.35,114.9,,L,XXL
174.7,71.4,,L,L
165.24,64.1,M,M,M
182.79,80.6,L,,XL
166.97,63.0,,,M
171.93,62.1,M,M,M
169.16,63.7,M,M,M
172.26,71.0,M,,L
166.25,63.6,,M,M
163.68,61.5,,M,M
171.54,62.9,M,S,M
164.89,66.4,S,,M
163.99,62.0,M,L,M
165.23,59.7,M,M,M
170.21,63.9,M,M,M
155.38,55.7,M,S,S
177.51,81.6,,,XL
165.19,60.1,M,M,M
177.01,67.0,M,M,L
176.48,104.7,L,L,XXL
166.78,62.1,S,M,M
184.79,86.0,L,L,XL
178.69,73.7,L,M,L
167.94,64.8,S,L,M
173.95,70.6,,L,L
191.23,105.6,L,L,XXL
172.86,61.4,,,M
182.99,89.0,L,L,XXL
158.39,52.4,,,S
157.95,55.3,M,S,S
183.99,109.0,L,L,XXL
165.94,64.6,,,M
174.13,75.1,L,L,L
161.11,49.4,M,S,S
171.81,77.7,,M,L
184.52,84.3,L,L,XL
154.65,54.2,,S,S
181.54,87.5,L,,XL
182.49,83.7,,L,XL
169.64,66.7,L,S,M
168.07,63.5,S,,M
156.62,48.5,,S,S
184.17,81.8,L,,XL
159.94,54.4,S,S,S
166.59,63.2,L,M,M
166.66,65.7,S,M,M
158.35,50.2,M,M,S
178.51,88.5,L,L,XL
159.34,51.7,,M,S
179.63,85.4,L,L,XL
185.65,103.6,L,L,XXL
172.49,80.0,L,,L
186.14,110.8,L,L,XXL
167.79,63.0,,L,M
179.73,90.3,L,L,XL
178.01,85.0,L,L,XL
173.1,69.9,M,L,L
165.87,62.8,,,M
180.63,104.4,L,L,XXL
154.76,50.1,S,M,S
174.0,74.2,L,M,L
182.34,85.5,L,L,XL
156.06,54.6,,S,S
167.05,58.5,L,M,M
168.51,69.0,,M,M
181.58,104.0,L,L,XXL
163.95,59.1,L,M,M
169.46,62.2,M,M,M
155.11,48.4,M,M,S
166.81,63.0,M,,M
181.9,84.8,L,,XL
181.8,86.1,L,L,XL
