height,weight,chest_size,waist_size,size
162.23,62.4,M,S,M
180.59,88.5,L,L,XL
155.14,51.3,S,S,S
180.82,93.0,,L,XL
154.01,52.7,S,S,S
161.22,57.8,M,S,S
176.03,94.4,L,L,XL
167.42,73.5,L,M,L
179.95,93.3,L,L,XL
173.12,80.3,M,L,L
169.02,77.3,,L,L
173.51,75.6,,,L
179.98,107.8,L,,XXL
171.47,75.8,L,L,L
169.63,64.9,M,M,M
171.29,64.2,M,M,M
163.66,68.8,S,M,M
170.57,78.0,,L,L
181.42,90.7,L,,XL
178.21,111.2,L,L,XXL
178.8,103.6,L,L,XXL
168.28,64.3,M,M,M
176.43,111.2,L,L,XXL
160.64,56.6,S,S,S
171.94,76.0,,L,L
154.9,54.4,S,S,S
154.88,52.9,S,M,S
157.47,54.0,M,M,S
175.99,76.8,L,,L
176.17,109.2,L,L,XXL
167.05,67.4,S,M,M
160.4,47.3,,S,S
156.83,56.0,,L,S
155.71,49.4,S,S,S
168.57,66.0,S,,M
182.09,107.0,L,L,XXL
166.06,66.8,,S,M
158.98,54.8,S,M,S
185.84,112.3,L,L,XXL
162.72,57.4,M,S,S
178.49,90.9,L,L,XL
164.71,66.4,S,,M
165.77,65.0,M,M,M
179.52,89.6,L,M,XL
158.08,51.6,S,M,S
185.23,90.5,L,L,XL
166.35,68.2,M,M,M
177.57,92.1,L,L,XL
176.66,82.6,,M,L
156.18,49.0,S,S,S
165.54,51.4,,,S
179.72,93.4,L,L,XL
169.91,76.0,L,L,L
169.98,64.3,M,S,M
163.34,64.3,M,L,M
162.78,53.9,M,M,S
174.85,73.5,L,M,L
184.41,92.8,L,L,XL
172.2,83.4,M,M,L
179.85,106.8,,L,XXL
166.55,64.7,L,L,M
160.52,47.9,S,S,S
177.97,79.8,L,M,L
182.33,93.0,L,L,XL
169.4,78.8,,L,L
177.3,75.7,L,M,L
165.9,62.4,M,M,M
168.3,78.9,L,M,L
165.84,65.4,S,M,M
167.01,77.9,L,L,L
161.59,52.1,,M,S
168.9,74.1,M,L,L
177.39,87.5,L,,XL
159.15,52.3,S,S,S
181.1,93.7,L,L,XL
183.79,113.3,,L,XXL
171.58,67.8,,M,M
189.34,107.0,L,L,XXL
177.94,89.1,L,L,XL
163.44,50.4,M,S,S
168.37,61.6,M,M,M
158.56,50.7,,S,S
163.81,51.7,,M,S
159.66,55.5,L,S,S
163.15,61.2,M,M,M
160.12,54.9,S,S,S
160.31,52.5,S,S,S
177.62,89.6,M,M,XL
166.79,61.9,M,,M
184.1,114.3,L,L,XXL
169.99,64.3,S,,M
174.22,78.0,L,L,L
163.91,52.3,S,S,S
182.41,106.0,L,L,XXL
164.06,65.7,M,,M
169.62,60.6,M,M,M
179.91,89.0,,L,XL
182.92,91.8,,L,XL
185.67,110.4,L,L,XXL
168.38,69.4,M,M,M
177.67,95.1,L,L,XL
162.95,64.7,L,L,M
175.28,78.0,,L,L
170.49,76.8,L,,L
181.81,93.6,L,L,XL
166.06,70.6,S,M,M
172.34,79.3,,M,L
173.16,88.5,L,L,XL
154.69,53.3,M,S,S
160.52,66.1,M,,M
167.48,67.2,M,M,M
177.6,89.7,L,,XL
163.12,64.3,M,L,M
183.86,87.8,L,L,XL
172.49,75.6,L,,L
181.21,84.7,,L,XL
156.61,52.3,S,S,S
161.21,51.0,S,M,S
181.87,86.9,L,L,XL
182.3,73.9,L,M,L
156.68,54.6,S,L,S
159.97,49.6,,L,S
175.46,79.8,L,L,L
187.29,114.0,L,L,XXL
176.86,79.6,L,L,L
167.4,63.1,,M,M
174.74,78.8,L,L,L
177.57,77.0,,M,L
167.25,62.5,M,S,M
170.61,80.2,L,L,L
168.92,67.9,S,M,M
158.08,53.8,S,S,S
169.67,78.1,L,L,L
171.09,79.1,M,L,L
171.75,89.7,L,L,XL
182.03,92.3,,L,XL
155.39,46.5,,S,S
178.53,91.9,L,L,XL
180.73,114.8,L,,XXL
172.4,81.0,L,,L
177.16,111.4,L,L,XXL
182.43,116.3,L,L,XXL
177.4,119.4,L,,XXL
172.84,80.0,,L,L
174.07,76.1,L,L,L
177.72,92.8,L,L,XL
173.26,76.9,L,,L
161.65,57.4,S,S,S
170.73,66.0,M,S,M
173.81,73.6,,L,L
186.58,108.7,L,L,XXL
156.23,53.0,,S,S
175.05,75.0,L,M,L
181.08,117.0,L,L,XXL
170.66,81.6,L,M,L
179.43,108.7,,L,XXL
178.77,93.6,,L,XL
182.01,113.1,L,L,XXL
159.65,67.7,M,M,M
166.58,63.6,M,M,M
177.01,88.8,L,,XL
170.44,81.1,M,,L
155.56,56.1,S,S,S
167.26,63.0,S,S,M
168.14,66.8,,M,M
167.82,63.4,M,M,M
176.35,88.6,L,,XL
170.04,62.0,S,,M
160.57,51.2,M,S,S
179.36,97.4,L,L,XL
158.55,50.8,S,M,S
192.96,118.0,L,,XXL
158.61,52.0,M,M,S
160.96,49.6,M,S,S
166.21,68.1,L,L,M
164.37,69.0,M,M,M
162.15,53.0,S,L,S
162.65,51.7,S,S,S
157.75,55.4,M,S,S
157.67,53.4,S,S,S
168.79,62.5,,M,M
182.27,117.2,L,L,XXL
158.34,52.2,S,S,S
186.56,117.3,L,L,XXL
160.43,53.7,S,S,S
167.91,65.2,M,M,M
151.61,56.9,S,M,S
156.23,53.0,S,S,S
173.45,111.4,L,L,XXL
173.81,76.2,L,L,L
184.01,115.0,L,L,XXL
186.06,105.8,L,,XXL
177.31,90.8,L,L,XL
175.03,81.1,L,L,L
156.53,51.4,S,S,S
180.19,105.7,L,L,XXL
158.5,53.7,M,,S
179.82,124.3,L,L,XXL
155.32,54.1,,,S
158.21,51.6,,S,S
157.19,48.2,M,,S
184.57,94.1,L,L,XL
168.56,63.4,M,,M
163.16,58.0,S,,S
170.93,77.1,L,M,L
172.1,78.1,,,L
155.22,54.0,S,S,S
176.21,110.2,L,L,XXL
171.0,65.5,M,M,M
177.88,90.5,,L,XL
173.75,79.8,L,L,L
171.53,77.7,L,M,L
166.63,62.1,L,,M
174.54,75.6,L,L,L
170.6,60.8,M,M,M
168.95,66.5,,S,M
181.04,109.8,L,L,XXL
179.07,109.4,L,L,XXL
157.93,50.4,S,S,S
170.34,63.2,M,,M
155.64,51.0,M,S,S
179.22,87.9,L,L,XL
175.98,94.4,L,L,XL
168.32,60.2,M,M,M
171.2,65.0,M,M,M
169.48,64.2,M,M,M
174.97,81.7,L,L,XL
163.59,66.9,,M,M
173.83,76.2,,,L
176.16,75.8,L,L,L
178.59,91.9,L,L,XL
186.46,86.6,L,,XL
175.34,97.9,L,L,XL
172.75,90.6,M,L,XL
181.03,89.7,M,L,XL
170.11,83.4,L,L,L
164.32,51.4,S,M,S
174.44,90.2,L,L,XL
157.89,48.8,,S,S
186.91,102.2,L,L,XXL
171.25,79.1,L,M,L
169.85,66.1,,M,M
170.18,75.9,L,L,L
163.29,61.9,M,L,M
184.2,84.2,,M,XL
176.95,77.9,L,L,L
168.29,77.3,M,L,L
161.96,49.5,L,S,S
165.47,65.5,M,L,M
174.36,92.5,L,L,XL
167.49,86.9,L,L,XL
170.84,79.2,M,L,L
170.01,66.6,M,M,M
171.37,76.9,L,,L
172.23,64.6,L,L,M
176.72,92.9,L,,XL
173.45,93.0,L,M,XL
162.28,65.5,S,L,M
165.87,60.6,,S,M
177.66,86.6,L,L,XL
191.65,108.2,L,,XXL
158.6,51.2,S,L,S
169.28,79.7,,L,L
180.87,93.3,L,L,XL
158.79,52.8,L,L,S
165.39,64.8,M,M,M
175.34,80.1,M,,L
172.68,75.4,L,M,L
158.17,53.4,S,S,S
161.17,65.8,M,M,M
168.91,61.0,M,,M
177.06,90.4,,L,XL
173.69,88.0,L,L,XL
185.14,111.2,,L,XXL
157.31,51.1,S,M,S
187.62,110.1,L,L,XXL
178.12,92.4,L,L,XL
184.48,86.0,M,,XL
176.41,78.3,L,,L
177.35,90.7,L,L,XL
171.54,72.7,M,,L
159.28,64.5,M,M,M
170.83,95.8,L,L,XL
169.0,67.5,M,L,M
176.49,80.5,M,M,L
173.13,78.5,L,M,L
157.88,55.8,S,S,S
177.92,95.2,L,L,XL
168.74,77.7,L,L,L
153.67,52.4,S,S,S
167.78,64.6,M,S,M
162.2,58.0,S,M,S
176.24,94.3,L,,XL
161.74,54.1,S,,S
173.07,79.3,L,,L
176.29,77.9,L,L,L
158.64,50.3,S,,S
172.57,93.5,L,M,XL
165.77,68.4,L,S,M
168.46,64.0,M,L,M
178.18,110.8,L,,XXL
174.94,76.8,,L,L
181.34,110.0,L,L,XXL
166.74,65.1,S,M,M
156.49,51.1,S,L,S
168.97,64.1,M,M,M
156.01,53.5,S,,S
176.31,91.4,L,M,XL
154.93,51.4,S,S,S
175.05,73.5,L,L,L
178.15,80.1,L,M,L
152.44,53.4,,M,S
172.67,76.6,L,L,L
168.92,64.8,M,M,M
170.93,77.3,M,M,L
157.41,49.9,S,,S
179.28,91.4,M,L,XL
167.05,64.6,,,M
163.92,62.8,M,M,M
178.07,106.2,L,L,XXL
180.45,89.4,M,M,XL
177.63,115.2,L,L,XXL
184.19,100.9,L,L,XXL
177.75,90.0,,L,XL
188.14,110.3,L,,XXL
160.16,49.4,M,S,S
180.13,107.8,L,,XXL
161.17,54.6,L,,S
166.17,65.3,L,S,M
164.42,66.3,L,,M
180.38,84.3,L,L,XL
169.41,63.8,M,,M
175.37,115.0,L,L,XXL
180.44,90.9,,L,XL
180.42,87.7,,,XL
182.55,112.0,,L,XXL
167.0,66.5,L,M,M
160.45,51.7,,M,S
157.12,59.2,,S,S
161.82,51.1,,S,S
153.36,54.4,M,L,S
175.47,78.0,L,L,L
175.62,93.5,L,L,XL
169.54,64.3,M,M,M
171.78,76.2,L,M,L
167.98,64.7,M,L,M
177.78,79.8,L,L,L
167.16,75.4,M,M,L
175.57,117.0,L,L,XXL
157.77,57.6,S,M,S
166.73,60.9,S,M,M
182.72,110.8,,L,XXL
169.04,64.3,,L,M
175.64,78.9,L,L,L
173.29,94.1,L,M,XL
173.57,81.5,L,L,L
175.22,90.9,L,,XL
155.68,53.1,S,S,S
175.9,89.4,L,L,XL
184.21,107.4,L,L,XXL
175.95,106.3,L,L,XXL
172.29,65.3,S,M,M
175.06,76.8,,L,L
176.67,98.6,M,L,XL
176.16,90.7,L,L,XL
175.46,89.6,L,L,XL
179.16,110.6,L,L,XXL
172.67,66.9,L,L,M
172.15,76.2,M,,L
178.97,90.1,L,L,XL
178.61,89.5,L,,XL
178.65,78.3,L,M,L
167.8,67.1,M,L,M
157.15,53.5,S,L,S
157.33,50.2,M,,S
169.31,68.7,M,M,M
179.78,90.6,L,L,XL
179.91,106.3,L,L,XXL
159.71,52.4,M,S,S
164.2,63.1,M,M,M
168.82,75.7,M,L,L
180.9,86.0,L,L,XL
167.63,73.6,L,L,L
183.9,116.1,L,,XXL
156.72,50.2,S,M,S
156.48,52.5,S,S,S
169.43,63.1,M,L,M
167.27,69.0,M,L,M
166.22,66.2,M,,M
175.61,80.8,M,M,L
169.23,78.1,M,L,L
159.51,50.6,S,S,S
185.62,105.9,L,L,XXL
163.6,54.8,S,S,S
188.83,106.4,L,,XXL
170.18,63.5,M,,M
163.59,62.9,M,M,M
177.91,107.6,L,L,XXL
159.47,51.9,S,S,S
167.88,67.6,S,M,M
170.73,63.5,L,S,M
167.55,71.9,M,L,M
169.1,65.9,M,L,M
174.62,93.3,L,L,XL
165.92,66.0,M,M,M
174.91,77.0,,L,L
159.4,53.4,S,S,S
185.08,91.7,L,L,XL
165.92,63.8,M,M,M
158.97,54.2,S,S,S
172.5,79.8,L,,L
181.09,107.9,L,L,XXL
169.6,80.2,L,L,L
174.52,73.6,M,L,L
174.35,72.9,,,L
156.79,50.5,S,S,S
157.91,52.3,S,M,S
182.05,110.2,L,L,XXL
173.34,78.0,L,M,L
176.48,91.0,L,L,XL
164.77,64.0,,L,M
181.12,87.5,L,L,XL
169.18,78.6,L,L,L
179.74,88.9,,L,XL
184.28,90.9,L,L,XL
166.67,65.8,M,S,M
165.74,66.2,L,M,M
171.54,79.7,M,M,L
166.16,64.9,M,,M
174.11,78.0,,L,L
176.3,112.4,L,L,XXL
187.34,109.2,L,L,XXL
177.82,76.9,M,,L
174.47,88.7,L,L,XL
174.79,89.7,L,L,XL
172.17,90.4,L,,XL
153.3,46.7,M,S,S
174.02,92.8,L,L,XL
184.84,88.0,L,L,XL
180.72,114.2,L,L,XXL
172.43,75.2,L,L,L
181.82,108.3,L,L,XXL
176.88,78.5,M,L,L
180.54,89.8,,L,XL
152.74,54.3,M,S,S
172.87,63.6,M,S,M
154.35,53.7,S,,S
157.45,51.2,M,,S
179.26,93.9,L,M,XL
175.33,78.5,M,L,L
169.01,69.2,M,,M
175.71,73.1,M,L,L
168.26,62.2,M,S,M
167.74,65.3,M,M,M
181.65,110.2,L,L,XXL
161.39,62.7,S,M,M
179.24,88.5,L,L,XL
170.07,107.4,L,L,XXL
174.13,78.3,,L,L
156.09,53.7,S,S,S
177.48,90.0,L,L,XL
176.85,110.0,,L,XXL
158.37,54.8,S,S,S
179.61,93.9,L,L,XL
181.54,89.9,L,L,XL
180.69,90.5,L,L,XL
165.84,68.9,S,M,M
182.37,83.5,L,L,XL
173.28,77.5,L,M,L
165.22,65.6,S,,M
175.93,91.3,L,,XL
177.43,88.8,L,M,XL
177.99,93.4,,L,XL
159.08,53.1,S,S,S
179.7,89.6,L,,XL
177.01,96.8,L,L,XL
172.93,75.9,,L,L
176.15,91.7,L,L,XL
175.17,91.5,L,L,XL
174.64,88.8,L,L,XL
176.84,88.4,L,L,XL
166.64,62.5,M,S,M
172.0,92.0,,,XL
181.03,81.6,M,L,L
170.04,78.0,M,M,L
156.5,49.8,S,M,S
183.5,102.9,L,L,XXL
169.07,69.7,,M,M
172.06,71.1,L,,M
162.57,55.5,S,S,S
173.12,76.7,L,L,L
178.64,76.5,L,L,L
166.87,64.8,L,,M
154.63,54.6,S,L,S
171.97,75.3,,,L
181.54,92.2,L,L,XL
176.9,85.6,L,L,XL
178.75,90.2,L,,XL
166.47,62.7,L,L,M
175.01,82.3,L,L,XL
169.24,62.7,M,L,M
162.67,54.0,L,S,S
158.94,54.2,M,S,S
159.44,52.6,S,M,S
180.5,93.2,L,L,XL
174.3,73.3,L,L,L
179.98,86.0,L,L,XL
177.07,96.7,M,L,XL
163.76,55.0,S,S,S
173.54,79.2,L,M,L
168.35,64.2,M,L,M
173.73,77.1,M,L,L
167.12,64.0,,S,M
165.96,51.2,S,M,S
162.66,61.9,M,L,M
173.12,77.2,,L,L
174.54,91.7,L,L,XL
172.78,69.1,M,S,M
155.83,53.0,L,,S
171.13,79.6,M,L,L
184.54,92.0,M,L,XL
156.6,48.7,S,S,S
175.86,95.4,L,L,XL
173.76,94.3,L,L,XL
176.25,86.6,L,L,XL
185.25,91.7,L,L,XL
169.54,66.1,S,M,M
161.38,49.8,S,S,S
168.13,63.9,M,M,M
173.88,76.6,L,L,L
186.81,114.7,L,,XXL
154.79,59.3,,S,S
167.44,65.3,M,,M
163.24,50.4,S,S,S
160.16,54.0,M,S,S
160.32,51.5,S,,S
173.28,77.8,,L,L
166.05,64.8,,M,M
160.61,53.5,S,M,S
155.47,55.0,S,,S
159.88,51.3,S,S,S
169.94,76.5,L,M,L
159.21,49.7,S,S,S
188.71,104.9,L,L,XXL
175.63,94.8,L,L,XL
177.59,105.7,L,L,XXL
171.19,77.0,L,L,L
158.82,49.9,L,S,S
183.81,90.8,M,L,XL
171.1,64.3,,M,M
163.97,52.7,,S,S
155.14,54.4,S,S,S
170.76,75.7,,M,L
174.22,95.1,L,L,XL
178.06,90.1,L,M,XL
166.81,64.7,M,,M
180.98,103.3,L,L,XXL
170.14,89.6,L,,XL
177.57,92.4,L,L,XL
166.03,67.6,L,L,M
154.07,58.0,S,S,S
174.69,90.8,M,L,XL
168.83,78.8,M,L,L
189.34,108.4,L,L,XXL
165.72,64.7,M,L,M
168.65,80.9,,L,L
174.95,76.4,,L,L
163.66,62.4,M,,M
165.36,77.8,L,L,L
183.46,92.0,L,L,XXL
174.97,75.4,,L,L
163.7,53.0,S,S,S
168.01,63.4,L,L,M
185.98,92.1,L,L,XL
179.84,91.0,L,L,XL
173.1,74.3,L,L,L
186.43,106.5,L,L,XXL
164.54,62.1,L,L,M
167.4,64.3,,M,M
165.07,62.9,S,L,M
173.4,74.0,L,,L
178.95,110.6,L,,XXL
181.91,114.8,L,L,XXL
169.07,62.7,M,M,M
180.57,88.9,L,L,XL
163.27,52.5,,S,S
160.86,64.0,,M,M
182.28,91.5,M,L,XL
172.2,79.1,L,L,L
174.49,86.3,L,L,XL
159.51,50.3,S,S,S
176.02,76.6,M,M,L
173.52,91.0,L,M,XL
174.27,74.9,L,M,L
160.09,54.7,S,M,S
176.34,103.8,L,L,XXL
155.41,53.0,S,M,S
187.69,113.0,,L,XXL
181.37,95.0,L,L,XL
171.16,76.8,L,L,L
154.48,56.2,M,S,S
175.55,95.8,L,L,XL
175.32,85.5,L,L,XL
175.55,75.9,M,L,L
179.78,86.3,L,L,XL
161.55,53.9,S,L,S
178.2,95.7,L,L,XL
155.76,45.6,S,S,S
175.61,95.4,L,L,XL
176.48,80.3,M,L,L
156.08,52.6,S,S,S
176.26,90.9,M,L,XL
170.2,75.5,L,L,L
156.85,52.8,S,S,S
154.6,52.7,M,,S
173.54,94.0,L,L,XL
159.04,49.3,S,,S
186.8,101.3,L,L,XXL
181.99,85.8,L,L,XL
172.19,78.2,M,,L
170.17,79.5,L,L,L
176.92,79.1,M,L,L
179.09,76.5,L,M,L
174.09,75.2,L,L,L
162.41,63.3,M,M,M
164.43,70.3,M,M,M
176.2,92.7,L,L,XL
165.33,62.9,L,M,M
159.23,48.4,S,,S
172.63,75.3,M,L,L
169.99,96.7,L,L,XXL
181.51,116.1,L,L,XXL
159.89,52.9,M,S,S
174.75,80.3,L,L,L
165.47,67.1,M,M,M
176.79,80.7,M,M,L
179.44,111.3,L,L,XXL
167.02,62.0,,L,M
168.34,64.7,,M,M
173.21,79.7,L,L,L
171.22,77.6,L,L,L
162.17,54.3,M,S,S
175.39,89.5,L,,XL
157.89,53.4,,,S
167.36,65.5,S,M,M
156.95,52.3,M,S,S
169.43,65.8,M,L,M
166.46,65.2,M,L,M
164.08,65.7,M,,M
170.15,74.2,M,L,L
166.5,61.5,L,L,M
164.67,64.9,M,M,M
178.87,90.4,,M,XL
175.1,88.4,L,M,XL
164.14,63.3,M,M,M
166.15,64.8,M,,M
163.47,51.5,S,S,S
171.03,77.8,M,M,L
177.51,76.3,,M,L
177.41,74.0,L,L,L
170.03,67.9,,L,M
172.97,90.0,L,L,XL
168.65,74.6,L,,L
185.86,114.8,L,L,XXL
169.7,83.0,L,M,L
172.53,63.8,,L,M
171.45,65.8,,M,M
160.3,54.4,S,S,S
180.21,120.5,L,L,XXL
164.18,69.7,M,M,M
167.49,63.3,M,S,M
187.81,119.4,L,,XXL
168.8,67.8,,M,M
171.46,61.9,M,,M
157.6,53.2,S,,S
162.73,53.1,,S,S
176.15,93.8,L,,XL
178.66,112.3,L,L,XXL
173.74,78.0,M,L,L
172.37,82.0,,,L
173.5,80.5,L,M,L
174.12,77.5,,L,L
184.34,113.6,L,L,XXL
156.76,52.9,S,S,S
173.21,78.1,L,M,L
172.91,77.4,L,L,L
172.96,89.8,L,,XL
160.19,53.7,M,S,S
156.39,57.8,S,S,S
174.05,77.9,L,L,L
168.91,63.8,M,M,M
174.62,93.0,L,M,XL
176.79,78.0,,L,L
176.03,73.0,L,L,L
168.54,62.7,M,L,M
175.37,76.4,L,M,L
176.09,74.9,L,M,L
166.53,59.4,M,,M
166.77,62.8,M,M,M
166.27,63.2,M,M,M
170.09,76.5,,,L
176.96,86.0,,L,XL
174.15,80.4,,L,L
160.81,52.1,S,S,S
169.54,68.0,M,M,M
165.76,64.0,S,M,M
173.79,93.9,L,L,XL
158.14,52.4,,S,S
178.65,99.4,,M,XL
155.61,54.4,L,S,S
187.65,114.0,,L,XXL
172.01,75.8,L,,L
176.38,87.8,L,L,XL
161.49,53.3,S,L,S
179.03,106.8,,L,XXL
174.72,80.1,L,L,L
174.35,77.0,L,L,L
171.4,63.6,,M,M
185.03,111.0,L,,XXL
175.26,74.2,L,M,L
161.57,50.2,M,M,S
160.24,56.5,S,S,S
180.76,112.6,L,L,XXL
156.18,55.5,M,S,S
167.09,64.5,M,M,M
176.99,87.2,L,L,XL
177.91,96.5,L,L,XL
183.05,113.4,L,,XXL
159.37,53.8,M,M,S
181.9,75.1,L,L,L
182.89,87.3,L,,XL
180.45,93.0,L,M,XL
179.93,105.8,L,L,XXL
160.59,47.4,S,S,S
173.68,75.4,,,L
175.21,90.8,L,L,XL
166.28,65.8,M,L,M
185.79,118.1,,L,XXL
170.71,85.5,M,,XL
180.84,91.1,L,M,XL
156.36,52.2,,,S
176.19,88.6,L,M,XL
156.68,54.5,M,,S
169.41,66.7,,M,M
180.7,103.6,L,L,XXL
156.57,52.6,,S,S
176.98,105.3,L,,XXL
172.62,91.8,L,M,XL
157.08,51.2,L,,S
161.48,49.2,S,S,S
165.37,59.2,,M,M
179.62,91.5,L,L,XL
174.52,79.6,L,L,L
171.18,64.6,L,M,M
158.65,52.4,S,L,S
167.21,65.0,M,M,M
168.56,79.2,,,L
182.48,108.9,L,L,XXL
165.95,63.6,M,M,M
177.37,94.4,,M,XL
165.78,69.1,L,S,M
184.34,116.1,L,L,XXL
173.38,80.5,L,L,L
186.82,109.6,L,L,XXL
157.89,55.5,S,S,S
180.59,88.6,L,,XL
178.54,114.5,L,L,XXL
169.31,67.0,S,M,M
178.26,112.9,L,,XXL
158.33,50.2,,M,S
166.12,62.3,M,M,M
168.79,65.6,M,M,M
155.39,51.1,M,S,S
184.12,112.5,L,L,XXL
153.46,51.7,S,,S
161.98,52.9,S,S,S
172.26,75.8,L,L,L
187.1,107.5,,L,XXL
178.14,87.4,L,L,XL
159.24,56.6,M,S,S
166.69,79.1,L,M,L
178.32,85.9,L,L,XL
174.24,76.8,M,L,L
160.35,55.1,,S,S
159.08,49.9,S,,S
185.11,99.9,L,,XXL
175.31,81.2,L,L,L
173.45,76.1,L,M,L
179.59,91.9,L,L,XL
163.78,51.6,S,,S
169.29,64.8,M,,M
175.98,76.8,M,L,L
179.21,95.6,,L,XL
178.92,93.0,L,M,XL
180.24,109.7,L,L,XXL
180.25,117.1,L,L,XXL
155.38,54.4,M,S,S
183.0,91.2,,L,XL
159.34,54.4,S,M,S
159.48,52.3,S,S,S
167.71,62.1,M,,M
170.42,66.8,L,M,M
175.76,75.5,L,M,L
153.35,50.8,S,M,S
173.0,79.6,L,,L
166.78,62.7,L,S,M
178.24,109.9,L,L,XXL
159.46,51.4,S,S,S
172.71,87.7,M,L,XL
164.8,62.3,,,M
182.52,89.3,L,L,XL
180.45,107.4,L,L,XXL
181.98,102.1,L,L,XXL
168.41,68.3,M,M,M
187.97,121.2,L,L,XXL
184.1,104.7,L,L,XXL
162.78,63.1,M,M,M
157.48,54.1,L,L,S
177.69,71.6,M,,L
170.63,80.8,L,L,L
177.71,89.9,L,,XL
155.85,53.6,M,S,S
177.34,75.1,L,M,L
172.92,74.8,L,L,L
173.13,79.3,L,L,L
173.85,91.6,L,L,XL
176.32,87.1,L,L,XL
184.1,113.3,L,L,XXL
185.04,92.2,L,L,XL
179.23,108.4,L,L,XXL
177.35,95.4,L,L,XL
182.3,113.0,L,L,XXL
172.2,72.8,L,L,L
169.78,65.2,,M,M
173.65,73.5,M,L,L
174.38,73.6,,,L
164.42,69.2,M,M,M
159.21,55.4,S,S,S
161.58,53.8,S,M,S
181.31,99.4,L,L,XXL
179.92,105.0,L,L,XXL
179.62,111.3,L,L,XXL
181.47,105.5,L,L,XXL
177.03,76.1,,L,L
183.39,112.3,L,L,XXL
165.55,61.8,,,M
177.24,89.2,L,L,XL
161.56,54.7,L,M,S
164.06,66.5,L,,M
158.46,51.6,M,S,S
159.94,53.2,S,L,S
173.91,77.3,L,,L
174.63,72.9,L,M,L
157.56,50.6,S,S,S
174.74,90.9,L,L,XL
184.63,105.5,L,L,XXL
174.16,91.6,,L,XL
176.31,80.0,L,L,L
155.75,51.3,M,S,S
173.52,81.2,L,L,L
175.74,77.2,M,M,L
170.83,73.5,L,L,L
179.54,93.2,L,L,XL
156.18,49.3,S,S,S
163.06,54.1,M,M,S
181.01,92.6,L,,XL
190.55,114.7,L,L,XXL
170.62,64.5,M,M,M
172.5,87.8,L,L,XL
176.99,90.1,L,L,XL
193.07,114.0,L,L,XXL
166.9,65.1,M,,M
184.38,93.9,L,L,XL
161.83,50.2,S,S,S
175.02,95.0,L,L,XL
177.4,80.6,L,L,L
178.22,89.0,M,,XL
166.99,61.2,L,M,M
180.62,114.9,L,L,XXL
163.65,49.9,S,S,S
162.08,63.9,S,M,M
169.31,64.5,L,M,M
170.34,61.9,L,M,M
178.75,92.5,L,M,XL
155.8,52.3,S,S,S
173.34,77.8,,L,L
165.89,59.7,S,M,M
166.35,62.9,L,S,M
171.35,77.8,M,M,L
176.65,88.9,,L,XL
170.82,67.5,,,M
166.73,65.5,L,M,M
163.37,67.9,,M,M
175.28,74.9,M,,L
176.79,92.6,M,,XL
175.01,63.7,M,M,M
166.61,65.4,M,M,M
159.24,51.4,S,S,S
175.41,95.4,L,L,XL
168.4,67.5,M,,M
161.15,50.1,S,L,S
170.22,74.3,,L,L
174.97,88.6,L,L,XL
179.92,108.6,L,L,XXL
174.72,73.1,M,L,L
154.54,49.1,M,S,S
178.96,88.9,L,L,XL
175.55,61.1,M,,M
191.81,110.6,L,L,XXL
165.84,66.2,S,M,M
185.06,109.9,L,L,XXL
182.37,107.4,L,L,XXL
178.17,109.2,L,L,XXL
153.21,54.6,L,S,S
158.21,53.5,S,S,S
160.54,51.5,S,S,S
173.4,74.6,,L,L
174.15,75.5,L,L,L
175.61,78.0,L,L,L
158.17,49.7,M,S,S
159.94,54.9,L,M,S
174.1,81.7,L,L,L
182.73,118.3,L,L,XXL
178.81,76.8,L,L,L
168.74,61.7,,M,M
175.91,77.8,L,L,L
170.65,63.9,,,M
176.74,78.9,L,,L
184.11,112.0,L,L,XXL
168.42,80.2,L,M,L
180.4,93.4,L,L,XL
171.28,60.9,L,M,M
167.63,64.0,M,M,M
179.81,71.3,L,L,L
179.86,88.5,L,L,XL
175.37,90.9,,L,XL
184.25,109.7,L,L,XXL
163.76,61.4,S,L,M
176.91,85.2,L,L,XL
173.84,76.9,L,M,L
165.6,66.0,,M,M
179.17,107.8,L,,XXL
181.02,107.8,L,,XXL
172.19,75.7,M,L,L
156.89,52.4,,S,S
167.8,64.4,M,M,M
178.34,118.9,L,,XXL
179.33,89.6,L,L,XL
174.12,76.3,L,M,L
184.63,109.3,L,,XXL
190.19,98.3,,L,XXL
186.32,115.9,,,XXL
178.93,110.1,L,,XXL
166.98,65.2,L,L,M
169.67,63.0,S,L,M
181.48,114.5,L,L,XXL
181.99,92.1,,L,XL
179.16,108.9,,L,XXL
181.06,93.9,L,L,XL
185.48,104.5,L,L,XXL
179.52,106.6,L,L,XXL
180.24,85.3,L,L,XL
160.74,53.4,S,S,S
171.62,72.3,M,,L
179.61,95.0,L,L,XL
169.43,65.0,L,M,M
181.11,92.2,L,L,XL
181.21,118.1,L,L,XXL
179.39,96.5,L,L,XL
174.86,75.3,L,L,L
155.57,50.5,S,S,S
168.59,62.5,M,S,M
156.82,55.9,M,S,S
155.06,49.2,,M,S
169.14,66.2,L,L,M
177.88,89.6,L,L,XL
188.19,115.6,,L,XXL
156.25,50.1,M,S,S
166.22,63.9,M,M,M
179.93,92.9,L,L,XL
171.47,63.6,L,M,M
176.63,96.1,,L,XL
179.92,90.2,L,,XL
162.52,57.0,S,S,S
